Id,SalePrice
2785,181103.21155729677
2538,181103.21155729677
597,181103.21155729677
464,181103.21155729677
233,181103.21155729677
2169,181103.21155729677
2123,181103.21155729677
1867,181103.21155729677
137,181103.21155729677
515,181103.21155729677
933,181103.21155729677
2784,181103.21155729677
972,181103.21155729677
599,181103.21155729677
2614,181103.21155729677
2582,181103.21155729677
1409,181103.21155729677
175,181103.21155729677
352,181103.21155729677
976,181103.21155729677
2134,181103.21155729677
984,181103.21155729677
2396,181103.21155729677
1673,181103.21155729677
404,181103.21155729677
607,181103.21155729677
814,181103.21155729677
868,181103.21155729677
2271,181103.21155729677
1633,181103.21155729677
337,181103.21155729677
2765,181103.21155729677
1746,181103.21155729677
368,181103.21155729677
2806,181103.21155729677
1662,181103.21155729677
1234,181103.21155729677
1373,181103.21155729677
1672,181103.21155729677
1939,181103.21155729677
